"mrun","rbd_cc","preferencia_postulante"
404422,"13417_131000000133",1
404422,"13344_131000000133",2
404422,"13384_131000000133",3
404422,"13475_131000000133",4
404422,"13576_131000000133",5
406216,"13314_231000000133",1
406216,"13361_231000000133",2
406216,"609_231000000133",3
406216,"11139_231000000133",4
414117,"1013_131000000133",1
414117,"13627_131000000133",2
414117,"1036_131000000133",3
417820,"13486_131000000133",1
417820,"13352_131000000133",2
420127,"769_711000000133",1
420127,"768_711000000113",2
420127,"704_711000000133",3
420127,"763_711000000133",4
420127,"707_711000000113",5
420376,"13582_131000000133",1
420376,"11145_131000000133",2
420376,"13489_131000000113",3
420376,"13373_131000000133",4
420376,"11144_131000000133",5
420729,"13388_711000000233",1
420832,"13542_131000000133",1
420832,"11106_131000000133",2
420832,"13439_131000000133",3
420832,"13573_131000000133",4
420832,"769_131000000133",5
420832,"704_131000000133",6
424911,"13576_131000000133",1
424911,"13475_131000000133",2
425537,"13632_411000000133",1
